uuid,article_url,article
1741707974-156,https://www.detailingwiki.org/tag/wipers/,"Wiper marks are surface imperfections in the direction and line that windscreen wipers move. Simply put, these are marks in the glass caused by the movement of the windscreen wipers. They can affect your vision and are difficult te remove."
1741708021-179,https://www.detailingwiki.org/tag/winter-master/,"S.M. Arnold Inc. is an American manufacturer of detailing products that is the backbone of extra brands such as Water Sprite, Speedy surface prep, Speedy Stik and Speedy Super Foamer. The company originates from 1928 and has a wide variety of detailing products."
1741710326-1177,https://www.detailingwiki.org/tag/the-netherlands/,OCD Finish is an English manufacturer and seller of detailing products. The brand was setup by the annoynce of having to buy many different products from different sources. It started out with 2 owners and is run by Neil Trew at the moment.
1741707806-74,https://www.detailingwiki.org/tag/world-of-detailing/,"World of Detailing Ltd. is the company behind the tradename AllGood Car Care, who sells detailing products and manufacturers its own product under the name AllGood Car Care. The company is based in Chatteris, England and was founded by Andy Allgood."
1741710862-1412,https://www.detailingwiki.org/tag/surface-refining/,Manufacturers of Detailing related products
1741709101-777,https://www.detailingwiki.org/tag/vacuum-cleaner/,Miscellaneous detailing related content
1741709380-905,https://www.detailingwiki.org/tag/turtle-wax/,Manufacturers of Detailing related products
1741708576-500,https://www.detailingwiki.org/tag/water-spritzing/,"Overall pad performance is dependent on the type and amount of fabric, stiffness and length of the fibers and how they are attached to the pad. The difference between a foam pad, different kind of wool pads and a microfiber pad are discussed in relation to the Kevin Brown Method."
1741710935-1478,https://www.detailingwiki.org/tag/suppliers/,"The IDA is the International Detailing Association, an American based association aimed at creating a standard for the detailing, valeting and car care industry by sharing information, networking between manufacturer, professionals and industry peers. IDA’s mission is stated as: Promoting the success and growth of the professional detailing community."
1741708830-645,https://www.detailingwiki.org/tag/waldems/,Manufacturers of Detailing related products
1741711061-1545,https://www.detailingwiki.org/tag/stripping-paintwork/,"Stripping is the act of removing a certain product/residue/film from a surface, often with the purpose of re-applying a new product. Stripping can be done chemically or mechanically and is a common step when re-applying a new form of protection."
1741710642-1290,https://www.detailingwiki.org/tag/tact/,"Cleaning a surface is not always easy. The product itself needs to be able to remove the product, but there should also be a safe method to remove the soap-dirt mixture. The cleaning pie gives insight in the factors that play a role in cleaning."
1741708559-483,https://www.detailingwiki.org/tag/waterless/,Manufacturers of Detailing related products
1741710326-1181,https://www.detailingwiki.org/tag/the-netherlands/,"Dutch Blue was a Dutch manufacturer of wax, born out of a hobby for home brewing. Although the company hasn’t been active for a while, the brand still exists. They released 2 wax and a hybrid prototype before they became inactive."
1741709161-806,https://www.detailingwiki.org/tag/usa/,"Torque Detail is an American manufacturer of detailing products, established by Frank Mitchell. The company creates products such as Mirror Shine and Ceramic Shine since 2009 after a carreer in flipping cars and detailing vehicles."
1741709636-980,https://www.detailingwiki.org/tag/trash/,Guides to detailing
1741710085-1134,https://www.detailingwiki.org/tag/tips/,Exhaust tips are one of those I’s that need to be dotted. Exhaust tips can be difficult to clean due to type of build up that can be found on the inside or the outside of the tips.
1741709578-962,https://www.detailingwiki.org/tag/trims/,"Dried up polish can be very unattractive. It is also a hardened substance that can cause surface damage when rubbed over the paintwork. Although the detailer should have removed this, it can be encountered on some jobs. Dried up wax residue can generally be approached in the same way."
1741710779-1354,https://www.detailingwiki.org/tag/swiss/,Manufacturers of Detailing related products
1741708918-686,https://www.detailingwiki.org/tag/videos/,Masterson’s Car Care is an American manufacturer of detailing and car care products. The company is based in California and operates mainly in USA. The brand offers a fairly wide range of products.
1741708912-683,https://www.detailingwiki.org/tag/vinci/,"Mayvinci is a British detailing products manufacturer located in Essex, UK. The company originates from 4 detailers who combined forces in their quest for products that would match the interest of the detailing and protection industry."
1741707946-142,https://www.detailingwiki.org/tag/wipping-off/,Manufacturers of Detailing related products
1741709291-867,https://www.detailingwiki.org/tag/uk/,"Eurochem Group Chemicals Ltd is an United Kingdom based manufacturer of car car supplies. The brand is mostly known as Eurochem and has a wide range of products for both washing, detailing, cleaning en supplies."
1741710551-1230,https://www.detailingwiki.org/tag/term/,Miscellaneous detailing related content
1741708412-390,https://www.detailingwiki.org/tag/welding/,"Krauss Tools is a German manufacturer of several detailing and bodyshop related tools and machines. The company creates, sells and develops several different product under their own label and for other manufacturers."
1741709076-757,https://www.detailingwiki.org/tag/valeting/,"Supagard is a Scottish webshop that sells their own products online. The company is roughly 30 years old and has a wide range of products available in their store. The company is based in Glasgow, Scotland."
